,budget,company,country,director,genre,gross,film,rating,released,runtime,movie score,star,votes,writer,year,Oscar Award Count,Oscar Nominations,star avg score,director avg score,writer avg score,genre avg score,rating avg score,country avg score,company avg score,Golden Globes Awards,Golden Globes Nominations,Total Nominations,Total Awards
2521,0,Walt Disney Pictures,USA,Tim Fywell,Comedy,24381334,Ice Princess,G,12/19/97,98,6.0,Michelle Trachtenberg,21228,Meg Cabot,2005,0.0,0.0,5.5,6.55,6.0,6.1657692307692304,6.438095238095238,6.216789819376035,6.330392156862746,0.0,1.0,1.0,0.0
2522,0,Opus Film,Poland,Pawel Pawlikowski,Drama,3827060,Ida,PG-13,12/25/97,82,7.4,Agata Kulesza,40046,Pawel Pawlikowski,2013,1.0,2.0,7.4,7.1,7.4,6.715720221606655,6.254035087719299,6.85,7.4,0.0,1.0,3.0,1.0
2523,30000000,Columbia Pictures Corporation,USA,James Mangold,Mystery,52159536,Identity,R,12/25/97,90,7.3,John Cusack,192146,Michael Cooney,2003,0.0,0.0,6.615384615384617,7.066666666666666,7.3,6.342105263157895,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
2524,35000000,Aggregate Films,USA,Seth Gordon,Comedy,134506920,Identity Thief,R,12/25/97,111,5.7,Jason Bateman,105070,Craig Mazin,2013,0.0,0.0,6.163636363636363,6.066666666666667,5.459999999999999,6.1657692307692304,6.453213443396231,6.216789819376035,5.9,0.0,1.0,1.0,0.0
2525,0,Twentieth Century Fox Film Corporation,USA,Mike Judge,Adventure,438653,Idiocracy,R,12/25/97,84,6.6,Luke Wilson,118217,Mike Judge,2006,0.0,0.0,6.62,6.85,6.85,6.354846938775506,6.453213443396231,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
2526,25000000,Columbia Pictures Corporation,USA,Rodman Flender,Comedy,4002955,Idle Hands,R,12/25/97,92,6.2,Devon Sawa,35197,Terri Hughes,1999,0.0,0.0,6.066666666666666,4.866666666666667,6.2,6.1657692307692304,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
2527,11000000,DiNovi Pictures,USA,R.J. Cutler,Drama,50474843,If I Stay,PG-13,12/25/97,107,6.8,Chloë Grace Moretz,95609,Shauna Cross,2014,0.0,0.0,6.5,6.8,6.466666666666666,6.715720221606655,6.254035087719299,6.216789819376035,6.566666666666666,0.0,1.0,1.0,0.0
2528,0,Paragraph Pictures,Canada,Joan Carr-Wiggin,Comedy,9222,If I Were You,R,12/26/97,115,7.0,Marcia Gay Harden,1410,Joan Carr-Wiggin,2012,0.0,0.0,7.0,7.0,7.0,6.1657692307692304,6.453213443396231,6.217333333333339,7.0,0.0,1.0,1.0,0.0
2529,0,Warner Bros.,USA,William Dear,Action,7788597,If Looks Could Kill,PG-13,12/31/97,88,5.7,Richard Grieco,5551,Fred Dekker,1991,0.0,0.0,5.7,6.0,6.0,6.1060856498873015,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
2530,5000000,Motion Picture Corporation of America (MPCA),USA,Eric Schaeffer,Comedy,4635344,If Lucy Fell,R,1/2/98,92,4.9,Sarah Jessica Parker,3510,Eric Schaeffer,1996,0.0,0.0,5.18,4.9,4.9,6.1657692307692304,6.453213443396231,6.216789819376035,5.45,0.0,1.0,1.0,0.0
2531,9000000,United Artists,USA,Burr Steers,Comedy,4681503,Igby Goes Down,R,1/9/98,98,7.0,Kieran Culkin,29911,Burr Steers,2002,0.0,0.0,7.15,6.425,6.4,6.1657692307692304,6.453213443396231,6.216789819376035,6.4,0.0,2.0,2.0,0.0
2532,25000000,Exodus Film Group,USA,Tony Leondis,Animation,19528602,Igor,PG,1/9/98,87,6.0,John Cusack,20476,Chris McKenna,2008,0.0,0.0,6.615384615384617,6.0,6.0,6.746931407942237,6.143007360672984,6.216789819376035,6.0,0.0,1.0,1.0,0.0
2533,3000000,Cecchi Gori Group Tiger Cinematografica,Italy,Michael Radford,Biography,21848932,Il Postino,PG,1/9/98,108,7.7,Massimo Troisi,27999,Antonio Skármeta,1994,0.0,0.0,7.7,6.616666666666666,7.7,7.040389972144843,6.143007360672984,6.958823529411763,7.159999999999999,0.0,1.0,1.0,0.0
2534,13000000,Crescent Moon,USA,Peter Bogdanovich,Comedy,259019,Illegally Yours,PG,1/9/98,102,4.2,Rob Lowe,734,Michael Kaplan,1988,0.0,0.0,5.783333333333334,6.083333333333333,4.2,6.1657692307692304,6.143007360672984,6.216789819376035,4.2,0.0,1.0,1.0,0.0
2535,7900000,BBC Films,UK,Ol Parker,Comedy,671240,Imagine Me & You,R,1/16/98,90,6.8,Piper Perabo,25074,Ol Parker,2005,0.0,0.0,6.125,6.8,6.8999999999999995,6.1657692307692304,6.453213443396231,6.660601719197714,6.796296296296297,0.0,1.0,1.0,0.0
2536,14000000,Columbia Pictures Corporation,USA,Jonathan Kaplan,Drama,5932613,Immediate Family,PG-13,1/16/98,95,6.1,Glenn Close,1235,Barbara Benedek,1989,0.0,0.0,6.519999999999999,6.257142857142857,6.4,6.715720221606655,6.254035087719299,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
2537,0,Icon Entertainment International,UK,Bernard Rose,Biography,9914409,Immortal Beloved,R,1/16/98,121,7.5,Gary Oldman,20038,Bernard Rose,1994,0.0,0.0,6.872727272727272,6.4399999999999995,7.5,7.040389972144843,6.453213443396231,6.660601719197714,6.945454545454547,0.0,1.0,1.0,0.0
2538,0,Goldwyn Films,UK,Po-Chih Leong,Crime,21404,Immortality,R,1/16/98,98,6.3,Jude Law,5180,Paul Hoffman,1998,0.0,0.0,6.611111111111111,6.3,6.3,6.756321839080459,6.453213443396231,6.660601719197714,6.85,0.0,1.0,1.0,0.0
2539,75000000,Relativity Media,USA,Tarsem Singh,Action,83504017,Immortals,R,1/16/98,110,6.0,Henry Cavill,144952,Charley Parlapanides,2011,0.0,0.0,6.325,6.460000000000001,6.0,6.1060856498873015,6.453213443396231,6.216789819376035,6.1125,0.0,1.0,1.0,0.0
2540,40000000,Dimension Films,USA,Gary Fleder,Drama,6114237,Impostor,R,1/16/98,95,6.2,Shane Brolly,20767,Philip K. Dick,2001,0.0,0.0,6.2,6.685714285714285,6.866666666666666,6.715720221606655,6.453213443396231,6.216789819376035,5.7263157894736825,0.0,1.0,1.0,0.0
2541,0,C.L.G. Films,UK,James Lapine,Biography,4076211,Impromptu,PG-13,1/23/98,107,7.0,Judy Davis,4064,Sarah Kernochan,1991,0.0,0.0,7.0,6.25,6.85,7.040389972144843,6.254035087719299,6.660601719197714,7.0,0.0,1.0,1.0,0.0
2542,0,Warner Bros.,USA,Sondra Locke,Crime,2544504,Impulse,R,1/23/98,109,5.7,Theresa Russell,969,John DeMarco,1990,0.0,0.0,5.7,5.7,5.7,6.756321839080459,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
2543,35000000,Paramount Pictures,USA,Frank Oz,Comedy,63856929,In & Out,PG-13,1/23/98,90,6.3,Kevin Kline,33955,Paul Rudnick,1997,0.0,1.0,6.6,6.519999999999999,6.175000000000001,6.1657692307692304,6.254035087719299,6.216789819376035,6.304247104247108,0.0,2.0,3.0,0.0
2544,0,Danmarks Radio (DR),Denmark,Susanne Bier,Drama,1008098,In a Better World,R,1/23/98,100,7.7,Mikael Persbrandt,34566,Anders Thomas Jensen,2010,1.0,1.0,7.7,7.050000000000001,7.283333333333332,6.715720221606655,6.453213443396231,7.13939393939394,7.7,0.0,1.0,2.0,1.0
2545,0,Blumhouse Productions,USA,Ti West,Action,50381,In a Valley of Violence,R,1/23/98,104,6.0,Ethan Hawke,9141,Ti West,2016,0.0,0.0,6.8619047619047615,6.0,6.0,6.1060856498873015,6.453213443396231,6.216789819376035,5.5,0.0,1.0,1.0,0.0
2546,0,3311 Productions,USA,Lake Bell,Comedy,2962542,In a World...,R,1/30/98,100,6.7,Lake Bell,27802,Lake Bell,2013,0.0,0.0,6.75,6.7,6.7,6.1657692307692304,6.453213443396231,6.216789819376035,6.7,0.0,1.0,1.0,0.0
2547,15000000,Blueprint Pictures,UK,Martin McDonagh,Comedy,7757130,In Bruges,R,1/30/98,107,7.9,Colin Farrell,328223,Martin McDonagh,2008,0.0,1.0,6.625,7.550000000000001,7.550000000000001,6.1657692307692304,6.453213443396231,6.660601719197714,7.033333333333334,1.0,2.0,3.0,1.0
2548,18000000,Warner Bros.,USA,Norman Jewison,Drama,3531971,In Country,R,1/30/98,120,5.9,Emily Lloyd,2385,Bobbie Ann Mason,1989,0.0,0.0,5.866666666666667,6.416666666666667,5.9,6.715720221606655,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
2549,30000000,Amblin Entertainment,USA,Neil Jordan,Drama,12017369,In Dreams,R,1/30/98,100,5.5,Annette Bening,11323,Bari Wood,1999,0.0,0.0,6.75,6.799999999999999,5.5,6.715720221606655,6.453213443396231,6.216789819376035,6.522222222222222,0.0,1.0,1.0,0.0
2550,26000000,Not specified,USA,Paul Weitz,Comedy,45489752,In Good Company,PG-13,1/30/98,100,6.5,Dennis Quaid,50314,Paul Weitz,2004,0.0,0.0,6.345,6.133333333333333,6.075,6.1657692307692304,6.254035087719299,6.216789819376035,5.905882352941176,0.0,1.0,1.0,0.0
2551,0,Fox 2000 Pictures,USA,Curtis Hanson,Comedy,32880591,In Her Shoes,PG-13,2/6/98,130,6.5,Toni Collette,54160,Jennifer Weiner,2005,0.0,0.0,6.720000000000001,6.7333333333333325,6.5,6.1657692307692304,6.254035087719299,6.216789819376035,6.270689655172415,0.0,1.0,1.0,0.0
2552,0,Dimitri Villard Productions,USA,Richard Attenborough,Biography,14481231,In Love and War,PG-13,2/6/98,113,6.0,Sandra Bullock,7218,Henry S. Villard,1996,0.0,0.0,5.942857142857143,6.9,6.0,7.040389972144843,6.254035087719299,6.216789819376035,6.0,0.0,1.0,1.0,0.0
2553,0,Paradox,Norway,Hans Petter Moland,Comedy,49284,In Order of Disappearance,R,2/6/98,116,7.2,Stellan Skarsgård,15045,Kim Fupz Aakeson,2014,0.0,0.0,6.225,7.2,7.15,6.1657692307692304,6.453213443396231,6.987500000000001,7.2,0.0,1.0,1.0,0.0
2554,0,LD Entertainment,USA,Charlie Stratton,Crime,420266,In Secret,R,2/13/98,107,6.1,Elizabeth Olsen,6118,Neal Bell,2013,0.0,0.0,6.1000000000000005,6.1,6.1,6.756321839080459,6.453213443396231,6.216789819376035,6.616666666666666,0.0,1.0,1.0,0.0
2555,0,Hollywood Pictures,USA,Daniel Petrie Jr.,Comedy,28864707,In the Army Now,PG,2/13/98,91,4.8,Pauly Shore,10622,Steve Zacharias,1994,0.0,0.0,4.75,5.65,5.1499999999999995,6.1657692307692304,6.143007360672984,6.216789819376035,6.1461538461538465,0.0,1.0,1.0,0.0
2556,1700000,Good Machine,USA,Todd Field,Crime,35930604,In the Bedroom,R,2/13/98,130,7.5,Tom Wilkinson,33720,Robert Festinger,2001,0.0,5.0,7.5,7.55,7.5,6.756321839080459,6.453213443396231,6.216789819376035,7.2,1.0,2.0,7.0,1.0
2557,25000,Alliance Atlantis Communications,Canada,Neil LaBute,Comedy,2856622,In the Company of Men,R,2/20/98,97,7.3,Aaron Eckhart,11992,Neil LaBute,1997,0.0,0.0,6.057142857142857,6.062500000000001,6.025,6.1657692307692304,6.453213443396231,6.217333333333339,6.9,0.0,1.0,1.0,0.0
2558,12000000,Pathe Productions,UK,Jane Campion,Mystery,4750602,In the Cut,R,2/20/98,119,5.3,Meg Ryan,19446,Jane Campion,2003,0.0,0.0,6.077777777777778,6.657142857142857,6.633333333333333,6.342105263157895,6.453213443396231,6.660601719197714,5.3,0.0,1.0,1.0,0.0
2559,100000000,Warner Bros.,USA,Ron Howard,Action,25020758,In the Heart of the Sea,PG-13,2/20/98,122,6.9,Chris Hemsworth,94603,Charles Leavitt,2015,0.0,0.0,6.300000000000001,6.840000000000001,6.8,6.1060856498873015,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
2560,13000000,GK Films,USA,Angelina Jolie,Drama,303877,In the Land of Blood and Honey,R,2/20/98,100,4.4,Zana Marjanovic,32055,Angelina Jolie,2011,0.0,0.0,4.4,5.6000000000000005,4.800000000000001,6.715720221606655,6.453213443396231,6.216789819376035,6.199999999999999,0.0,1.0,1.0,0.0
2561,10000000,Castle Rock Entertainment,USA,Jon Kasdan,Comedy,11043445,In the Land of Women,PG-13,2/20/98,97,6.5,Adam Brody,28844,Jon Kasdan,2007,0.0,0.0,6.25,6.7,6.7,6.1657692307692304,6.254035087719299,6.216789819376035,6.4129032258064536,0.0,1.0,1.0,0.0
2562,40000000,Columbia Pictures Corporation,USA,Wolfgang Petersen,Action,102314283,In the Line of Fire,R,2/20/98,128,7.2,Clint Eastwood,78551,Jeff Maguire,1993,0.0,3.0,6.785714285714286,6.571428571428571,7.050000000000001,6.1060856498873015,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,4.0,0.0
2563,0,BBC Films,UK,Armando Iannucci,Comedy,2384044,In the Loop,NOT RATED,2/20/98,106,7.5,Tom Hollander,47137,Jesse Armstrong,2009,0.0,1.0,7.5,7.5,7.5,6.1657692307692304,6.959195402298849,6.660601719197714,6.796296296296297,0.0,1.0,2.0,0.0
2564,0,Kings Road Entertainment,USA,Phil Alden Robinson,Comedy,999382,In the Mood,PG-13,2/27/98,98,6.1,Patrick Dempsey,778,Robert Kosberg,1987,0.0,0.0,6.225,6.775,6.1,6.1657692307692304,6.254035087719299,6.216789819376035,5.81,0.0,1.0,1.0,0.0
2565,0,Block 2 Pictures,Hong Kong,Kar-Wai Wong,Drama,2734044,In the Mood for Love,PG,2/27/98,98,8.1,Tony Chiu-Wai Leung,86800,Kar-Wai Wong,2000,0.0,0.0,7.42,7.3999999999999995,7.242857142857143,6.715720221606655,6.143007360672984,6.951282051282049,7.2749999999999995,0.0,1.0,1.0,0.0
2566,8000000,New Line Cinema,USA,John Carpenter,Fantasy,8946600,In the Mouth of Madness,R,2/27/98,95,7.2,Sam Neill,47554,Michael De Luca,1994,0.0,0.0,7.260000000000001,6.300000000000001,7.2,5.775,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
2567,60000000,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,4535117,In the Name of the King: A Dungeon Siege Tale,PG-13,2/27/98,127,3.8,Jason Statham,39999,Doug Taylor,2007,0.0,0.0,6.399999999999999,3.1,3.8,6.1060856498873015,6.254035087719299,6.329850746268655,3.3,0.0,1.0,1.0,0.0
2568,0,Film Corporation of Kenya,UK,Raju Patel,Action,181410,In the Shadow of Kilimanjaro,R,2/28/98,100,5.1,John Rhys-Davies,310,T. Michael Harry,1986,0.0,0.0,5.1,5.1,5.1,6.1060856498873015,6.453213443396231,6.660601719197714,5.1,0.0,1.0,1.0,0.0
2569,0,Alliance Communications Corporation,USA,Alexandre Rockwell,Comedy,256249,In the Soup,R,3/6/98,93,7.1,Steve Buscemi,2047,Sollace Mitchell,1992,0.0,0.0,7.325,7.1,7.1,6.1657692307692304,6.453213443396231,6.216789819376035,6.6111111111111125,0.0,1.0,1.0,0.0
2570,0,Warner Independent Pictures (WIP),USA,Paul Haggis,Crime,6777741,In the Valley of Elah,R,3/6/98,121,7.2,Tommy Lee Jones,62833,Paul Haggis,2007,0.0,1.0,6.485714285714287,7.199999999999999,7.142857142857143,6.756321839080459,6.453213443396231,6.216789819376035,7.400000000000001,0.0,1.0,2.0,0.0
2571,40000000,Regency Enterprises,USA,Andrew Niccol,Action,37520095,In Time,PG-13,3/6/98,109,6.7,Justin Timberlake,324606,Andrew Niccol,2011,0.0,0.0,6.7,6.75,6.9875,6.1060856498873015,6.254035087719299,6.216789819376035,6.042424242424243,0.0,1.0,1.0,0.0
2572,7000000,Dimension Films,USA,Michael Rymer,Crime,14003141,In Too Deep,R,3/6/98,95,6.2,Omar Epps,4935,Michael Henry Brown,1999,0.0,0.0,6.599999999999999,5.75,6.2,6.756321839080459,6.453213443396231,6.216789819376035,5.7263157894736825,0.0,1.0,1.0,0.0
2573,5000000,IM Global,USA,Brad Peyton,Horror,4790573,Incarnate,PG-13,3/13/98,91,5.2,Aaron Eckhart,7778,Ronnie Christensen,2016,0.0,0.0,6.057142857142857,5.35,5.550000000000001,5.68700361010831,6.254035087719299,6.216789819376035,6.14,0.0,1.0,1.0,0.0
2574,6800000,micro_scope,Canada,Denis Villeneuve,Drama,6857096,Incendies,R,3/13/98,131,8.2,Lubna Azabal,97935,Denis Villeneuve,2010,0.0,1.0,8.2,7.666666666666667,7.699999999999999,6.715720221606655,6.453213443396231,6.217333333333339,8.2,0.0,1.0,2.0,0.0
2575,160000000,Warner Bros.,USA,Christopher Nolan,Action,292576195,Inception,PG-13,3/20/98,148,8.8,Leonardo DiCaprio,1629342,Christopher Nolan,2010,4.0,8.0,7.505263157894737,8.322222222222223,8.299999999999999,6.1060856498873015,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,3.0,11.0,4.0
2576,38000000,Paramount Pictures,USA,Adrian Lyne,Drama,106614100,Indecent Proposal,R,3/20/98,117,5.8,Robert Redford,51687,Jack Engelhard,1993,0.0,0.0,6.425,6.616666666666667,5.8,6.715720221606655,6.453213443396231,6.216789819376035,6.304247104247108,0.0,1.0,1.0,0.0
2577,75000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,306169255,Independence Day,PG-13,3/20/98,145,7.0,Will Smith,461225,Dean Devlin,1996,1.0,2.0,6.770000000000001,6.2272727272727275,6.466666666666666,6.1060856498873015,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,3.0,1.0
2578,165000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,103144286,Independence Day: Resurgence,PG-13,3/20/98,120,5.3,Liam Hemsworth,137119,Nicolas Wright,2016,0.0,0.0,5.5,6.2272727272727275,5.3,6.1060856498873015,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
2579,9000000,Outlaw Productions (I),Canada,Mike Binder,Comedy,14904910,Indian Summer,PG-13,3/20/98,97,6.5,Alan Arkin,4338,Mike Binder,1993,0.0,0.0,6.8,6.42,6.8,6.1657692307692304,6.254035087719299,6.217333333333339,6.7,0.0,1.0,1.0,0.0
2580,185000000,Paramount Pictures,USA,Steven Spielberg,Action,317101119,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,3/20/98,122,6.2,Harrison Ford,358563,David Koepp,2008,0.0,0.0,6.544999999999999,7.385714285714287,6.528571428571429,6.1060856498873015,6.254035087719299,6.216789819376035,6.304247104247108,0.0,1.0,1.0,0.0
2581,48000000,Paramount Pictures,USA,Steven Spielberg,Action,197171806,Indiana Jones and the Last Crusade,PG-13,3/27/98,127,8.3,Harrison Ford,566432,Jeffrey Boam,1989,1.0,3.0,6.544999999999999,7.385714285714287,7.3999999999999995,6.1060856498873015,6.254035087719299,6.216789819376035,6.304247104247108,0.0,1.0,4.0,1.0
2582,0,Bing Feng Bao Entertainment,USA,James Schamus,Drama,3399841,Indignation,R,3/27/98,110,6.8,Logan Lerman,8479,Philip Roth,2016,0.0,0.0,6.4799999999999995,6.8,6.3999999999999995,6.715720221606655,6.453213443396231,6.216789819376035,6.8,0.0,1.0,1.0,0.0
2583,0,Paradis Films,France,Régis Wargnier,Drama,5734232,Indochine,PG-13,3/27/98,148,7.1,Catherine Deneuve,7851,Erik Orsenna,1992,1.0,2.0,6.949999999999999,7.1,7.1,6.715720221606655,6.254035087719299,6.8533568904593585,7.533333333333334,0.0,1.0,3.0,1.0
2584,13000000,Warner Independent Pictures (WIP),USA,Douglas McGrath,Biography,1150403,Infamous,R,3/27/98,110,7.1,Toby Jones,14841,Douglas McGrath,2006,0.0,0.0,7.1,7.0,7.1,7.040389972144843,6.453213443396231,6.216789819376035,7.400000000000001,0.0,1.0,1.0,0.0
2585,6428966,Media Asia Films,Hong Kong,Wai-Keung Lau,Crime,169659,Infernal Affairs,R,3/27/98,101,8.1,Andy Lau,100326,Alan Mak,2002,0.0,0.0,7.6,8.1,8.1,6.756321839080459,6.453213443396231,6.951282051282049,8.1,0.0,1.0,1.0,0.0
2586,75000000,Columbia Pictures,USA,Ron Howard,Action,34343574,Inferno,PG-13,3/27/98,121,6.2,Tom Hanks,111448,Dan Brown,2016,0.0,0.0,7.074285714285716,6.840000000000001,6.2,6.1060856498873015,6.254035087719299,6.216789819376035,6.315740740740743,0.0,1.0,1.0,0.0
2587,75000000,Universal Pictures,USA,Quentin Tarantino,Adventure,120540719,Inglourious Basterds,R,4/3/98,153,8.3,Brad Pitt,988686,Quentin Tarantino,2009,1.0,8.0,7.127272727272726,8.1625,8.059999999999999,6.354846938775506,6.453213443396231,6.216789819376035,6.396357615894037,1.0,3.0,11.0,2.0
2588,20000000,Ghoulardi Film Company,USA,Paul Thomas Anderson,Comedy,8110975,Inherent Vice,R,4/3/98,148,6.7,Joaquin Phoenix,72027,Paul Thomas Anderson,2014,0.0,2.0,6.800000000000001,7.485714285714286,7.485714285714286,6.1657692307692304,6.453213443396231,6.216789819376035,7.35,0.0,1.0,3.0,0.0
2589,27000000,Warner Bros.,USA,Joe Dante,Action,25893810,Innerspace,PG,4/3/98,120,6.8,Dennis Quaid,45172,Chip Proser,1987,1.0,1.0,6.345,6.3999999999999995,6.8,6.1060856498873015,6.143007360672984,6.216789819376035,6.3843537414965965,0.0,1.0,2.0,1.0
2590,0,Warner Bros.,USA,John Landis,Action,4972818,Innocent Blood,R,4/8/98,112,6.2,Anne Parillaud,7833,Michael Wolk,1992,0.0,0.0,6.800000000000001,5.825,6.2,6.1060856498873015,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
2591,11000000,CBS Films,USA,Ethan Coen,Drama,13235319,Inside Llewyn Davis,R,4/10/98,104,7.5,Oscar Isaac,109079,Joel Coen,2013,0.0,2.0,7.25,7.1000000000000005,7.2727272727272725,6.715720221606655,6.453213443396231,6.216789819376035,6.372727272727274,0.0,2.0,4.0,0.0
2592,45000000,Universal Pictures,USA,Spike Lee,Crime,88513495,Inside Man,R,4/10/98,129,7.6,Denzel Washington,290361,Russell Gewirtz,2006,0.0,0.0,6.891666666666667,6.555555555555554,6.8,6.756321839080459,6.453213443396231,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
2593,175000000,Pixar Animation Studios,USA,Pete Docter,Animation,356461711,Inside Out,PG,4/10/98,95,8.2,Amy Poehler,439792,Pete Docter,2015,1.0,2.0,7.1,8.2,8.2,6.746931407942237,6.143007360672984,6.216789819376035,7.775000000000001,0.0,1.0,3.0,1.0
2594,1500000,Alliance Films,USA,James Wan,Horror,54009150,Insidious,PG-13,4/10/98,103,6.8,Patrick Wilson,226632,Leigh Whannell,2010,0.0,0.0,7.0,7.025,6.487500000000001,5.68700361010831,6.254035087719299,6.216789819376035,6.199999999999999,0.0,1.0,1.0,0.0
2595,5000000,FilmDistrict,USA,James Wan,Horror,83586447,Insidious: Chapter 2,PG-13,4/15/98,106,6.6,Patrick Wilson,123320,Leigh Whannell,2013,0.0,0.0,7.0,7.025,6.487500000000001,5.68700361010831,6.254035087719299,6.216789819376035,6.659999999999999,0.0,1.0,1.0,0.0
2596,0,Norsk Film,Norway,Erik Skjoldbjærg,Crime,221173,Insomnia '98,NOT RATED,4/17/98,96,7.3,Stellan Skarsgård,10989,Nikolaj Frobenius,1997,0.0,0.0,6.225,7.3,7.3,6.756321839080459,6.959195402298849,6.987500000000001,7.3,0.0,1.0,1.0,0.0
2597,46000000,Alcon Entertainment,USA,Christopher Nolan,Drama,67355513,Insomnia '02,R,4/17/98,118,7.2,Al Pacino,235773,Hillary Seitz,2002,0.0,0.0,7.027777777777776,8.322222222222223,7.2,6.715720221606655,6.453213443396231,6.216789819376035,6.266666666666667,0.0,1.0,1.0,0.0
2598,90000000,Walt Disney Pictures,USA,David Kellogg,Action,97403112,Inspector Gadget,PG,4/17/98,78,4.1,Matthew Broderick,38883,Andy Heyward,1999,0.0,0.0,6.345454545454545,3.4499999999999997,4.1,6.1060856498873015,6.143007360672984,6.216789819376035,6.330392156862746,0.0,1.0,1.0,0.0
2599,80000000,Spyglass Entertainment,USA,Jon Turteltaub,Drama,34098563,Instinct,R,4/17/98,126,6.5,Anthony Hopkins,28633,Gerald Di Pego,1999,0.0,0.0,6.766666666666667,6.390000000000001,6.075,6.715720221606655,6.453213443396231,6.216789819376035,6.45,0.0,1.0,1.0,0.0
2600,5000000,Alebrije Cine y Video,Mexico,Eugenio Derbez,Comedy,44467206,Instructions Not Included,PG-13,4/17/98,115,7.6,Eugenio Derbez,24412,Guillermo Ríos,2013,0.0,0.0,7.5,7.6,7.6,6.1657692307692304,6.254035087719299,6.8933333333333335,7.6,0.0,1.0,1.0,0.0
2601,110000000,Summit Entertainment,USA,Robert Schwentke,Action,130179072,Insurgent,PG-13,4/17/98,119,6.3,Shailene Woodley,178165,Brian Duffield,2015,0.0,0.0,6.58,6.333333333333333,6.1,6.1060856498873015,6.254035087719299,6.216789819376035,6.344736842105261,0.0,1.0,1.0,0.0
2602,0,Canal+ España,Spain,Juan Carlos Fresnadillo,Drama,302675,Intacto,R,4/17/98,108,6.9,Max von Sydow,11784,Juan Carlos Fresnadillo,2001,0.0,0.0,6.550000000000001,6.433333333333334,6.9,6.715720221606655,6.453213443396231,7.044642857142857,7.233333333333333,0.0,1.0,1.0,0.0
2603,5000000,Brown Sauce Film Productions,Ireland,John Crowley,Comedy,896993,Intermission,R,4/24/98,105,6.9,Cillian Murphy,14096,Mark O'Rowe,2003,0.0,0.0,7.3199999999999985,7.366666666666667,6.65,6.1657692307692304,6.453213443396231,6.859090909090909,6.9,0.0,1.0,1.0,0.0
