,movie score,budget,gross,runtime,votes,star avg score,director avg score,writer avg score,genre avg score,rating avg score,country avg score,company avg score,Total Nominations,Total Awards
380,6.4,0,20047604,113,5088,5.928571428571429,6.2799999999999985,6.4,6.1060856498873015,6.453213443396231,6.216789819376035,5.4700000000000015,1.0,0.0
381,7.0,30000000,8586392,108,25594,5.709999999999999,6.841666666666666,6.55,6.354846938775506,6.2540350877192985,6.216789819376035,6.620779220779219,1.0,0.0
382,4.7,45000000,65885767,89,79593,5.125,5.433333333333334,5.3,6.1060856498873015,6.2540350877192985,6.216789819376035,4.7,1.0,0.0
383,4.6,25000000,32238923,97,23961,5.2,5.6,5.3,6.1060856498873015,6.2540350877192985,6.216789819376035,5.745652173913043,1.0,0.0
384,5.9,60000000,32122249,96,73442,6.489473684210527,5.9625,6.94,6.1657692307692304,6.453213443396231,6.216789819376035,6.3843537414965965,1.0,0.0
385,6.7,80000000,106885658,103,130447,6.489473684210527,5.9625,6.94,6.1657692307692304,6.453213443396231,6.216789819376035,6.333333333333332,1.0,0.0
386,7.1,50000000,58406347,94,94409,6.0777777777777775,6.455555555555557,7.1,6.746931407942238,6.438095238095237,6.216789819376035,6.197073170731709,4.0,0.0
387,6.3,50000000,127352707,119,142452,6.410526315789473,6.916666666666668,6.75,6.1657692307692304,6.2540350877192985,6.216789819376035,6.304247104247107,1.0,0.0
388,7.2,26000000,85288303,94,286238,6.410526315789473,6.916666666666668,6.75,6.1657692307692304,6.2540350877192985,6.216789819376035,6.659210526315787,1.0,0.0
389,4.3,0,717376,100,1487,5.074999999999998,4.3,5.5,6.1657692307692304,6.453213443396231,6.216789819376035,5.84,1.0,0.0
390,5.8,18000000,15155772,94,10327,6.74705882352941,6.8066666666666675,6.68,6.1657692307692304,6.2540350877192985,6.216789819376035,5.8,1.0,0.0
391,4.5,0,402539,92,393,4.5,4.5,4.5,6.1657692307692304,6.143007360672983,6.216789819376035,4.5,1.0,0.0
392,5.7,0,16819465,100,5543,5.7,6.2333333333333325,5.7,6.354846938775506,6.143007360672983,6.216789819376035,6.304247104247107,1.0,0.0
393,5.6,53000000,24044532,102,20298,5.709999999999999,6.016666666666667,6.075,6.715720221606655,6.453213443396231,6.216789819376035,5.7727272727272725,1.0,0.0
394,7.3,17000000,17185632,113,67453,6.358333333333333,7.05,7.3,5.68700361010831,6.453213443396231,6.6606017191977145,7.3,1.0,0.0
395,5.0,0,855810,102,425,5.3,5.0,5.0,6.1060856498873015,6.453213443396231,6.216789819376035,5.0,1.0,0.0
396,7.1,0,202200,91,27839,7.1,6.88,6.6320000000000014,6.1657692307692304,6.453213443396231,6.853356890459359,6.307142857142857,1.0,0.0
397,7.3,50000000,13038660,145,17953,7.275,7.05,7.3,6.715720221606655,6.453213443396231,6.216789819376035,7.3,2.0,0.0
398,6.7,150000000,133375846,138,232877,7.074285714285716,6.840000000000002,6.528571428571429,6.342105263157895,6.2540350877192985,6.216789819376035,6.315740740740742,1.0,0.0
399,7.0,0,5304000,116,4083,6.533333333333334,7.0,6.7,6.715720221606655,6.453213443396231,6.6606017191977145,6.8,2.0,0.0
400,6.1,24000000,50236831,102,23966,6.337500000000001,6.0,6.1,6.1657692307692304,6.143007360672983,6.216789819376035,5.688888888888888,1.0,0.0
401,6.2,75000000,135645823,106,180365,6.5,6.3,5.45,6.1657692307692304,6.2540350877192985,6.216789819376035,5.448484848484851,1.0,0.0
402,5.4,0,9398308,107,1838,5.725,6.166666666666668,5.4,6.1657692307692304,6.453213443396231,6.216789819376035,5.688888888888888,1.0,0.0
403,6.7,0,228789,86,2611,6.7,6.6,6.7,5.68700361010831,6.453213443396231,7.044642857142858,6.7,1.0,0.0
404,6.7,0,4821759,90,5736,6.7,6.0,6.7,6.1657692307692304,6.2540350877192985,6.6606017191977145,5.6,1.0,0.0
405,6.6,3600000,43805,94,11086,6.781818181818182,6.9,6.6,6.756321839080459,6.453213443396231,6.216789819376035,6.6,1.0,0.0
406,7.3,0,1044039,113,48461,7.3,6.85,7.3,6.756321839080459,6.453213443396231,6.685365853658537,6.833333333333332,2.0,0.0
407,6.5,7000000,4288,99,16817,6.5,6.5,6.5,6.715720221606655,6.453213443396231,7.044642857142858,6.45,2.0,1.0
408,6.7,92000000,39263420,148,32493,6.836363636363638,6.1875,6.7,6.715720221606655,6.2540350877192985,6.216789819376035,6.270689655172415,4.0,0.0
409,6.4,35000000,791830,108,4851,6.533333333333334,6.44,6.4,6.715720221606655,6.2540350877192985,6.216789819376035,6.945454545454547,1.0,0.0
410,6.6,0,12816367,129,77083,6.9,6.916666666666668,7.333333333333332,6.715720221606655,6.453213443396231,6.6606017191977145,6.396357615894037,1.0,0.0
411,5.4,6500000,84273813,99,99635,5.4,4.550000000000002,5.4,5.68700361010831,6.453213443396231,6.216789819376035,6.145348837209303,1.0,0.0
412,5.8,26000000,17127992,108,18618,6.6,6.7285714285714295,6.15,6.715720221606655,6.2540350877192985,6.216789819376035,6.33435114503817,1.0,0.0
413,5.3,65000000,85911262,118,28204,6.3,6.299999999999999,5.75,6.1657692307692304,6.143007360672983,6.216789819376035,5.3,5.0,0.0
414,7.2,8000000,3442820,90,47499,6.5,7.2,7.44,6.746931407942238,6.453213443396231,6.216789819376035,7.2,2.0,0.0
415,6.9,30000000,4463292,130,36079,6.65,6.227272727272728,6.866666666666667,6.715720221606655,6.2540350877192985,6.6606017191977145,6.315740740740742,2.0,0.0
416,5.8,38000000,80818974,93,32058,5.508000000000001,6.108333333333333,5.8,6.1060856498873015,6.453213443396231,6.216789819376035,6.304247104247107,1.0,0.0
417,6.5,4500000,1025234,101,7508,6.4625,6.833333333333332,6.5,6.756321839080459,6.453213443396231,6.216789819376035,6.5,1.0,0.0
418,7.0,100000,1316074,92,78957,6.6000000000000005,7.15,7.15,6.715720221606655,6.2540350877192985,6.216789819376035,7.0,1.0,0.0
419,5.0,500000,654132,92,8093,5.0,5.0,5.0,6.1657692307692304,6.959195402298849,6.216789819376035,5.0,1.0,0.0
420,5.5,0,20208496,108,11561,6.176923076923076,6.1,6.271428571428572,6.1060856498873015,6.2540350877192985,6.216789819376035,6.33435114503817,1.0,0.0
421,7.4,10000000,1562749,81,10826,7.2666666666666675,6.993939393939392,7.012499999999998,6.715720221606655,6.143007360672983,6.216789819376035,7.7,1.0,0.0
422,7.3,0,3205706,129,24862,7.35,7.5555555555555545,7.5555555555555545,6.1657692307692304,6.2540350877192985,6.6606017191977145,7.6,2.0,0.0
423,5.3,17000000,2865916,100,2959,5.94,5.3,5.3,6.1657692307692304,6.453213443396231,6.216789819376035,6.225882352941178,1.0,0.0
424,7.3,130000000,180202163,117,388417,6.75,6.44,7.6,6.1060856498873015,6.2540350877192985,6.216789819376035,5.7799999999999985,1.0,0.0
425,7.3,0,4221817,133,21732,7.257142857142857,7.399999999999999,7.3,7.040389972144843,6.453213443396231,6.216789819376035,7.3,1.0,0.0
426,7.2,0,2959288,120,28589,7.2,7.2,7.2,7.040389972144843,6.453213443396231,6.425,6.616666666666666,1.0,0.0
427,6.6,11000000,397070,108,96352,6.781818181818182,7.33,7.33,6.715720221606655,6.959195402298849,7.13939393939394,7.254545454545454,1.0,0.0
428,6.1,30000000,10965209,105,26399,6.44,6.2250000000000005,6.225,6.1060856498873015,6.2540350877192985,6.216789819376035,6.0574257425742575,1.0,0.0
429,7.5,0,4823217,102,7174,7.5,7.2,7.5,6.1657692307692304,6.453213443396231,7.1083333333333325,7.5,2.0,1.0
430,7.3,12500000,21078145,120,28371,6.8916666666666675,7.366666666666667,7.3,7.040389972144843,6.2540350877192985,6.216789819376035,6.817543859649125,1.0,0.0
431,6.6,105000000,90757863,83,131396,6.841666666666666,6.76,6.6,6.746931407942238,6.143007360672983,6.216789819376035,6.659210526315787,1.0,0.0
432,6.8,55000000,75530832,162,101796,7.027777777777777,6.9294117647058835,6.6,6.715720221606655,6.453213443396231,6.216789819376035,6.3843537414965965,1.0,0.0
433,6.4,18000000,3203044,108,26603,6.841666666666666,6.993939393939392,7.012499999999998,6.1657692307692304,6.453213443396231,6.216789819376035,6.659210526315787,1.0,0.0
434,6.2,23000000,18653615,114,15423,6.7,6.2875000000000005,6.2,6.1657692307692304,6.2540350877192985,6.216789819376035,6.270689655172415,1.0,0.0
435,6.9,4000000,670774,124,3259,6.9,6.9,6.7,6.715720221606655,6.453213443396231,6.6606017191977145,6.9,1.0,0.0
436,7.8,40000000,50866635,139,252584,7.8,7.659999999999998,7.8,6.1060856498873015,6.453213443396231,6.216789819376035,6.945454545454547,4.0,0.0
437,7.6,52000000,173837933,140,224635,7.074285714285716,6.840000000000002,7.6,6.354846938775506,6.143007360672983,6.216789819376035,6.396357615894037,12.0,2.0
438,5.2,5000000,17686929,86,49108,5.2,5.2,5.2,5.68700361010831,6.2540350877192985,6.216789819376035,5.7263157894736825,1.0,0.0
439,6.8,20000000,20207003,115,52814,6.7666666666666675,6.9,6.8,6.756321839080459,6.453213443396231,6.216789819376035,6.145348837209303,1.0,0.0
440,6.2,0,960040,100,2554,6.2,5.95,6.2,6.756321839080459,6.143007360672983,6.216789819376035,5.661538461538462,1.0,0.0
441,6.2,5000000,12947763,89,11458,5.9,5.95,6.066666666666666,5.68700361010831,6.453213443396231,6.216789819376035,6.304247104247107,1.0,0.0
442,6.7,14000000,8838938,111,30742,7.316666666666666,7.188888888888888,6.336363636363635,6.756321839080459,6.453213443396231,6.216789819376035,6.071428571428571,1.0,0.0
443,5.3,12000000,18595716,100,33023,5.949999999999998,6.0,5.3,6.1657692307692304,6.143007360672983,6.216789819376035,6.270689655172415,1.0,0.0
444,6.4,31000000,53208180,103,53559,6.674999999999999,6.4750000000000005,5.733333333333333,6.1657692307692304,6.2540350877192985,6.216789819376035,6.146153846153847,1.0,0.0
445,6.6,12000000,7918283,107,44196,6.17,6.6,6.6,6.715720221606655,6.453213443396231,6.216789819376035,6.052272727272729,1.0,0.0
446,6.8,0,33308,90,1001,6.8,6.8,6.8,6.1657692307692304,7.14761904761905,6.217333333333339,6.8,1.0,0.0
447,4.0,28000000,49631958,92,16749,5.416666666666668,5.242857142857141,4.95,6.1657692307692304,6.143007360672983,6.217333333333339,5.448484848484851,1.0,0.0
448,4.6,32000000,82674398,95,24485,5.416666666666668,4.9,4.6,6.354846938775506,6.143007360672983,6.216789819376035,5.448484848484851,1.0,0.0
449,7.7,44500000,136025503,120,491286,6.3,7.35,7.15,6.354846938775506,6.453213443396231,6.216789819376035,6.3843537414965965,11.0,4.0
450,5.8,0,1028679,90,2243,5.933333333333334,6.258333333333333,5.7,6.1657692307692304,6.453213443396231,6.6606017191977145,5.066666666666666,1.0,0.0
451,7.4,19000000,106658,142,36250,6.9875000000000025,7.933333333333334,7.4,6.1657692307692304,6.453213443396231,6.216789819376035,6.852380952380952,1.0,0.0
452,7.2,31000000,24362501,117,73152,6.728571428571428,6.466666666666666,6.13,6.756321839080459,6.453213443396231,6.216789819376035,5.745652173913043,1.0,0.0
453,6.6,140000000,201573391,151,344203,6.518181818181818,6.6083333333333325,6.94,6.1060856498873015,6.2540350877192985,6.216789819376035,6.33435114503817,5.0,0.0
454,5.6,12000000,15945534,88,9040,5.966666666666666,5.833333333333332,5.6,6.1060856498873015,6.2540350877192985,6.216789819376035,6.265060240963853,1.0,0.0
455,4.9,1500000,1368912,86,489,4.9,4.65,4.95,6.1060856498873015,6.453213443396231,6.216789819376035,5.336363636363637,1.0,0.0
456,5.7,27000000,15988876,88,27251,5.5,6.5,5.7,6.1060856498873015,6.2540350877192985,6.216789819376035,5.745652173913043,1.0,0.0
457,7.3,0,10440032,106,15147,6.380000000000001,7.3,7.3,6.1060856498873015,6.2540350877192985,6.95128205128205,6.5,1.0,0.0
458,7.6,11000000,11502976,81,139216,7.533333333333334,6.8916666666666675,6.92,6.1657692307692304,6.453213443396231,6.216789819376035,6.1571428571428575,1.0,0.0
459,5.8,110000000,24008137,120,73536,6.380000000000001,6.171428571428572,5.8,6.1060856498873015,6.143007360672983,6.216789819376035,6.575,10.0,6.0
460,8.0,47000000,100546139,116,391385,7.1375,7.666666666666668,6.625,6.715720221606655,6.2540350877192985,6.216789819376035,8.0,10.0,1.0
461,5.7,40000000,33035397,110,47103,5.6,5.7,6.4,6.1657692307692304,6.2540350877192985,6.216789819376035,6.3843537414965965,8.0,5.0
462,4.3,0,14681192,113,5270,5.1,4.3,4.3,6.1657692307692304,6.143007360672983,6.216789819376035,6.3843537414965965,1.0,0.0
463,6.0,86000000,15132763,94,27672,6.383333333333334,6.88,6.0,6.746931407942238,6.143007360672983,6.853356890459359,6.307142857142857,1.0,0.0
464,5.3,0,347136,93,6110,6.383333333333334,6.88,5.3,6.746931407942238,6.143007360672983,6.853356890459359,6.307142857142857,1.0,0.0
465,6.1,18000000,6375979,100,2585,6.116666666666667,6.209999999999999,6.1,6.715720221606655,6.453213443396231,6.216789819376035,6.2475,1.0,0.0
466,6.2,5000000,21197315,93,57343,6.2,6.325,6.333333333333332,5.68700361010831,6.453213443396231,6.216789819376035,6.433333333333334,1.0,0.0
467,7.7,50000000,148478011,139,238028,6.5,6.459999999999999,6.68,6.1657692307692304,6.2540350877192985,6.216789819376035,6.225882352941178,12.0,4.0
468,7.6,0,9910,133,14388,7.566666666666666,7.6,7.6,6.1657692307692304,7.14761904761905,7.4111111111111105,7.6,2.0,0.0
469,7.1,0,8440,102,6485,7.6,7.399999999999999,7.133333333333333,6.756321839080459,7.14761904761905,6.95128205128205,7.1,1.0,0.0
470,6.4,20000000,5781885,108,21565,6.328571428571428,6.333333333333332,6.866666666666666,6.253846153846152,6.453213443396231,6.217333333333339,5.824999999999998,0.0,0.0
471,7.2,0,173526,100,10951,7.65,7.399999999999999,7.2,6.1060856498873015,6.453213443396231,6.95128205128205,7.65,1.0,0.0
472,6.7,0,702777,169,11597,7.5,6.7,6.7,6.1060856498873015,6.453213443396231,7.682051282051282,6.7,1.0,0.0
473,5.8,14000000,8041049,113,2414,5.8,5.8,5.8,6.715720221606655,6.2540350877192985,6.216789819376035,6.146153846153847,1.0,0.0
474,5.9,125000000,54645723,115,133338,6.6000000000000005,6.400000000000001,5.9,6.1060856498873015,6.2540350877192985,6.216789819376035,6.042424242424243,1.0,0.0
475,5.1,5000000,6075793,88,2255,5.316666666666666,5.1,5.1,6.1060856498873015,6.2540350877192985,6.216789819376035,5.661538461538462,1.0,0.0
476,6.3,50000000,30306268,132,67317,5.968,6.745454545454544,6.975,6.1060856498873015,6.453213443396231,6.853356890459359,6.3843537414965965,1.0,0.0
477,6.3,20000000,19976073,109,68103,6.8619047619047615,6.949999999999998,5.8599999999999985,6.1060856498873015,6.453213443396231,6.853356890459359,5.663636363636362,1.0,0.0
478,6.6,0,3115188,107,40503,6.736363636363635,6.6,6.25,6.354846938775506,6.143007360672983,6.853356890459359,6.852380952380952,1.0,0.0
479,5.9,0,1644060,109,33214,6.45,5.9,6.25,6.354846938775506,7.14761904761905,6.853356890459359,6.0,1.0,0.0
480,6.3,65000000,19548064,94,27771,6.383333333333334,6.449999999999998,6.3,6.746931407942238,6.143007360672983,6.95128205128205,6.3,1.0,0.0
481,6.1,0,374903,99,4365,6.133333333333333,6.766666666666667,6.449999999999998,6.715720221606655,6.453213443396231,6.6606017191977145,6.55,2.0,0.0
482,5.7,0,379791,105,6237,6.345,6.4,6.4,6.715720221606655,6.453213443396231,6.216789819376035,6.325,1.0,0.0
483,7.0,6500000,2347000,111,11607,6.637499999999998,6.3,7.0,6.756321839080459,6.453213443396231,6.216789819376035,7.0,1.0,0.0
484,5.9,60000000,22365133,128,11819,6.507692307692308,6.366666666666666,6.85,6.715720221606655,6.2540350877192985,6.216789819376035,6.0574257425742575,1.0,0.0
485,6.8,36000000,1342903,189,2755,6.290909090909091,7.066666666666666,6.8,6.715720221606655,6.453213443396231,6.216789819376035,6.924999999999999,1.0,0.0
486,7.5,0,3786801,172,5768,7.5,7.5,7.5,6.715720221606655,6.453213443396231,6.217333333333339,7.5,1.0,0.0
487,6.0,0,21160089,105,8872,6.0,6.0,6.0,6.1657692307692304,6.2540350877192985,6.216789819376035,6.0,1.0,0.0
488,6.8,120000000,84052762,95,80961,6.358823529411764,7.233333333333333,6.783333333333332,6.746931407942238,6.143007360672983,6.216789819376035,6.960000000000001,1.0,0.0
489,5.7,20000000,4752353,97,11831,5.7,5.7,5.7,6.715720221606655,6.2540350877192985,6.216789819376035,5.7,1.0,0.0
490,4.7,3000000,2034,90,20140,4.7,4.7,5.866666666666667,5.68700361010831,6.453213443396231,6.216789819376035,5.9750000000000005,1.0,0.0
491,7.8,30000000,50927067,123,207447,6.9,6.916666666666668,6.540000000000001,6.715720221606655,6.453213443396231,6.6606017191977145,6.396357615894037,13.0,2.0
492,5.1,0,449523,98,9847,5.1,5.1,5.1,6.1060856498873015,6.959195402298849,6.983823529411764,6.55,1.0,0.0
493,6.6,13000000,1024175,88,87579,6.6,6.6,6.6,6.1060856498873015,6.453213443396231,6.6606017191977145,6.48888888888889,1.0,0.0
494,8.0,0,4542825,104,25969,8.0,7.4,7.6,6.715720221606655,6.143007360672983,6.853356890459359,7.366666666666667,1.0,0.0
495,7.5,30000000,31655091,114,92924,6.383333333333334,7.5,6.833333333333332,6.715720221606655,6.143007360672983,6.216789819376035,6.3843537414965965,2.0,0.0
496,7.2,25000000,37738503,121,73438,6.590000000000002,6.866666666666667,6.666666666666668,6.715720221606655,6.453213443396231,6.216789819376035,6.893103448275862,4.0,0.0
497,7.3,0,604624,100,2759,7.3,7.3,7.3,6.1657692307692304,6.2540350877192985,6.853356890459359,6.9,1.0,0.0
498,6.3,0,2151202,97,16374,6.533333333333334,6.3,6.3,6.1657692307692304,6.2540350877192985,6.6606017191977145,6.3,1.0,0.0
499,6.2,63000000,213307889,94,172153,6.1999999999999975,6.5888888888888895,6.116666666666666,6.1060856498873015,6.2540350877192985,6.216789819376035,6.145348837209303,1.0,0.0
500,7.0,17000000,53883989,94,193479,6.1999999999999975,6.5888888888888895,6.116666666666666,6.354846938775506,6.2540350877192985,6.216789819376035,6.275,1.0,0.0
501,6.6,33000000,206040086,95,191205,6.1999999999999975,6.5888888888888895,6.116666666666666,6.1060856498873015,6.2540350877192985,6.216789819376035,6.145348837209303,2.0,0.0
502,6.6,130000000,49554002,165,107593,6.389473684210527,7.1,6.339999999999999,6.354846938775506,6.2540350877192985,6.6606017191977145,6.197073170731709,2.0,0.0
503,6.6,7000000,2062066,105,11759,6.16,5.987499999999999,6.6,7.040389972144843,6.453213443396231,6.216789819376035,6.6,1.0,0.0
504,5.5,65000000,37752931,103,21504,6.17,6.5,5.775,6.715720221606655,6.2540350877192985,6.216789819376035,6.0574257425742575,1.0,0.0
505,7.3,0,15740796,128,5052,6.833333333333332,6.35,6.48,6.715720221606655,6.143007360672983,6.216789819376035,6.225882352941178,6.0,0.0
506,7.8,237000000,760507625,162,954412,6.34,7.883333333333333,7.6571428571428575,6.1060856498873015,6.2540350877192985,6.6606017191977145,6.197073170731709,12.0,4.0
507,7.4,250000000,459005868,141,537832,7.0294117647058805,7.65,7.2,6.1060856498873015,6.2540350877192985,6.216789819376035,7.6,1.0,0.0
508,5.9,4000000,4679650,104,1808,4.84,5.35,5.9,6.1060856498873015,6.453213443396231,6.216789819376035,5.375,1.0,0.0
509,5.6,60000000,80282231,101,157399,6.300000000000002,5.945454545454546,6.066666666666667,6.1060856498873015,6.2540350877192985,6.216789819376035,6.197073170731709,1.0,0.0
510,6.5,8600000,14377198,84,66246,6.628571428571428,6.5,6.5,6.756321839080459,6.453213443396231,6.216789819376035,6.893103448275862,1.0,0.0
511,7.8,0,52096475,121,101286,6.489473684210527,6.6000000000000005,6.85,7.040389972144843,6.2540350877192985,6.216789819376035,6.265060240963853,4.0,0.0
512,7.1,17000000,9451946,98,47589,7.199999999999998,7.442857142857143,6.6,6.1657692307692304,6.453213443396231,6.216789819376035,6.8394736842105255,1.0,0.0
513,6.0,0,34524,92,3044,5.9,6.616666666666666,6.433333333333333,6.756321839080459,6.453213443396231,6.6606017191977145,6.620779220779219,1.0,0.0
514,6.5,50000000,26536120,98,52747,5.904000000000001,6.536363636363635,6.880000000000001,6.1060856498873015,6.453213443396231,6.329850746268655,6.071428571428571,0.0,0.0
515,4.1,0,7240837,91,3000,5.61,5.9,4.1,6.1657692307692304,6.2540350877192985,6.216789819376035,6.145348837209303,1.0,0.0
516,7.8,25000000,145000989,93,509623,6.7200000000000015,6.825,6.6320000000000014,6.1060856498873015,6.2540350877192985,6.853356890459359,6.307142857142857,0.0,0.0
517,6.3,45000000,139854287,92,254843,6.7200000000000015,6.200000000000001,6.6320000000000014,6.1060856498873015,6.2540350877192985,6.853356890459359,6.307142857142857,0.0,0.0
518,6.0,48000000,89256424,109,149069,6.7200000000000015,6.200000000000001,6.6320000000000014,6.1060856498873015,6.2540350877192985,6.853356890459359,6.307142857142857,0.0,0.0
519,7.4,0,365727,108,4384,5.6000000000000005,6.475,6.9,7.040389972144843,6.453213443396231,6.216789819376035,7.4,1.0,0.0
520,8.2,18026148,6738000,159,81329,8.2,8.2,8.2,6.1060856498873015,7.14761904761905,7.682051282051282,8.2,1.0,0.0
521,5.8,80000000,18319860,97,26946,5.8,6.2333333333333325,6.7,6.354846938775506,6.438095238095237,6.685365853658537,6.85,1.0,0.0
522,6.8,30000000,66600000,91,100541,6.8,6.9,6.8,6.1657692307692304,6.438095238095237,6.685365853658537,6.396357615894037,1.0,0.0
523,7.5,25000000,34302837,143,257380,7.127272727272726,7.7666666666666675,7.5,6.715720221606655,6.453213443396231,6.853356890459359,6.304247104247107,13.0,1.0
524,7.8,0,4398938,102,14838,7.8,7.8,7.8,6.1657692307692304,6.438095238095237,7.13939393939394,7.8,2.0,1.0
525,6.1,0,26712476,110,11414,5.642857142857142,6.0,6.433333333333334,6.1657692307692304,6.143007360672983,6.216789819376035,6.4,1.0,0.0
526,6.4,16000000,28734552,130,10533,6.4,6.4,6.65,6.756321839080459,6.453213443396231,6.216789819376035,6.315740740740742,1.0,0.0
527,2.6,12000000,27141959,97,21192,5.5375,4.26,2.3,6.1657692307692304,6.143007360672983,6.216789819376035,2.6,1.0,0.0
528,6.0,30000000,60269340,100,36032,6.3,6.0,6.0,6.1657692307692304,6.2540350877192985,6.216789819376035,5.975,1.0,0.0
529,6.0,50000000,16671505,99,36625,6.1,6.0,6.3444444444444414,6.354846938775506,6.143007360672983,6.216789819376035,6.197073170731709,1.0,0.0
530,5.6,70000000,22531698,101,85627,6.476923076923076,6.6,5.6,6.1060856498873015,6.2540350877192985,6.853356890459359,5.6,1.0,0.0
531,5.3,3000000,447954,87,39857,6.346153846153847,5.9,5.966666666666666,6.1657692307692304,6.453213443396231,6.216789819376035,5.7799999999999985,1.0,0.0
532,6.6,11000000,91258000,96,23120,5.949999999999998,5.333333333333333,6.6,6.1657692307692304,6.2540350877192985,6.216789819376035,6.2475,1.0,0.0
533,5.8,0,13110903,92,2332,5.8,5.8,5.8,6.1657692307692304,6.143007360672983,6.216789819376035,6.304247104247107,1.0,0.0
534,7.8,40000000,118500000,108,377402,6.358823529411764,7.235714285714286,7.325,6.354846938775506,6.143007360672983,6.216789819376035,6.396357615894037,2.0,0.0
535,7.4,40000000,87727583,118,316774,6.358823529411764,7.235714285714286,7.325,6.354846938775506,6.143007360672983,6.216789819376035,6.396357615894037,1.0,0.0
536,6.7,0,2392599,100,5047,6.0625,6.683333333333334,6.7,7.040389972144843,6.453213443396231,6.6606017191977145,6.988888888888887,1.0,0.0
537,6.7,75000000,77868585,137,61711,6.622222222222222,6.840000000000002,5.583333333333332,6.1060856498873015,6.453213443396231,6.216789819376035,5.7285714285714295,4.0,0.0
538,6.8,19000000,65807024,119,186965,6.770000000000001,6.6083333333333325,6.357142857142858,6.1060856498873015,6.453213443396231,6.216789819376035,6.35,1.0,0.0
539,6.6,130000000,138608444,147,190484,6.770000000000001,6.6083333333333325,6.357142857142858,6.1060856498873015,6.453213443396231,6.216789819376035,6.265060240963853,1.0,0.0
540,5.4,0,3700000,108,2411,5.55,5.866666666666667,6.7,6.756321839080459,6.453213443396231,6.216789819376035,6.33435114503817,1.0,0.0
541,5.6,70000000,30160161,116,41284,6.7666666666666675,6.373684210526315,5.6,6.1060856498873015,6.2540350877192985,6.216789819376035,6.33435114503817,1.0,0.0
542,5.6,4000000,9797098,84,2583,5.6,6.1,5.95,5.68700361010831,6.453213443396231,6.216789819376035,6.25,1.0,0.0
543,7.5,5000000,5211842,106,48212,7.122222222222222,7.228571428571428,7.1999999999999975,6.756321839080459,6.554545454545454,7.044642857142858,7.2333333333333325,1.0,0.0
544,5.1,0,15240435,99,10190,6.166666666666668,6.257142857142857,5.75,6.126666666666666,6.453213443396231,6.216789819376035,6.197073170731709,1.0,0.0
545,6.5,15000000,102003019,92,81683,6.15,6.5,6.5,6.1657692307692304,6.453213443396231,6.216789819376035,6.5,1.0,0.0
546,6.2,7000000,12626043,99,6062,5.783333333333334,6.7333333333333325,6.528571428571429,6.715720221606655,6.453213443396231,6.216789819376035,5.699999999999998,1.0,0.0
547,7.1,1000000,2000022,96,31763,6.92,6.2125,7.1,6.756321839080459,6.554545454545454,6.216789819376035,7.1,1.0,0.0
548,6.7,20000000,1697956,122,67565,6.149999999999999,6.833333333333332,6.7,6.756321839080459,6.453213443396231,6.216789819376035,6.084210526315791,1.0,0.0
549,6.2,20000000,113257297,100,76251,6.4,6.050000000000002,6.4,6.1657692307692304,6.453213443396231,6.216789819376035,6.2,1.0,0.0
550,5.7,7000000,1055525,80,4339,5.7,5.6,5.7,5.68700361010831,6.453213443396231,6.216789819376035,5.967567567567568,1.0,0.0
551,5.8,30000000,32868349,113,18270,6.323076923076923,7.14705882352941,5.8,6.1657692307692304,6.2540350877192985,6.216789819376035,6.304247104247107,1.0,0.0
552,7.1,23000000,60060328,91,118278,6.323076923076923,7.25,6.85,6.1657692307692304,6.453213443396231,6.216789819376035,6.265060240963853,1.0,0.0
553,5.5,26000000,17664973,92,13114,6.323076923076923,6.1400000000000015,5.5,6.1657692307692304,6.453213443396231,6.216789819376035,6.533333333333334,1.0,0.0
554,5.7,20000000,100292856,92,169725,6.03,6.14,5.7,6.1657692307692304,6.453213443396231,6.216789819376035,6.315740740740742,1.0,0.0
555,7.5,0,3587303,95,10255,6.75,6.75,7.5,6.1657692307692304,6.143007360672983,7.25,7.5,2.0,0.0
556,8.0,12800000,4184036,140,85318,8.0,7.33,7.33,6.756321839080459,6.453213443396231,7.13939393939394,7.254545454545454,1.0,0.0
557,5.7,51000000,15325127,119,9493,6.816666666666666,6.754545454545456,5.7,6.1060856498873015,6.453213443396231,6.217333333333339,6.4129032258064536,1.0,0.0
558,7.8,0,434640,100,17582,7.8,7.8,7.8,6.715720221606655,6.453213443396231,7.13939393939394,7.166666666666668,1.0,0.0
559,6.5,25000000,258691,110,19265,6.907692307692307,6.025000000000001,6.5,6.756321839080459,6.453213443396231,6.853356890459359,6.5,1.0,0.0
560,6.9,49000000,117727000,127,143903,6.74705882352941,6.757142857142857,5.65,6.715720221606655,6.453213443396231,6.853356890459359,6.2250000000000005,1.0,0.0
561,3.6,70000000,14294842,91,17279,6.2153846153846155,3.6,5.1,6.1060856498873015,6.453213443396231,6.216789819376035,5.7727272727272725,1.0,0.0
562,5.3,0,32844290,90,37238,5.949999999999998,5.6,5.233333333333333,6.1657692307692304,6.2540350877192985,6.216789819376035,5.663636363636362,1.0,0.0
563,7.1,0,11268750,100,32984,6.205555555555557,6.5,7.1,6.746931407942238,6.438095238095237,6.216789819376035,7.1,1.0,0.0
564,6.5,10000000,2185266,135,9042,5.65,6.555555555555554,6.675,6.1657692307692304,6.453213443396231,6.216789819376035,6.145348837209303,1.0,0.0
