,budget,company,country,director,genre,gross,film,rating,released,runtime,score,star,votes,writer,year,Unnamed: 15,Oscar Winning Category,Oscar Winner,winner
0,0.0,Little Bear,USA,Bertrand Tavernier,Drama,3272600.0,'Round Midnight,R,1/17/86,133.0,7.4,Dexter Gordon,4028.0,David Rayfiel,1986.0,,MUSIC (Original Score),Herbie Hancock,True
1,20000000.0,Regency Enterprises,USA,Steve McQueen,Biography,56671993.0,12 Years a Slave,R,2/21/86,134.0,8.1,Chiwetel Ejiofor,503763.0,John Ridley,2013.0,,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,True
2,20000000.0,Regency Enterprises,USA,Steve McQueen,Biography,56671993.0,12 Years a Slave,R,2/21/86,134.0,8.1,Chiwetel Ejiofor,503763.0,John Ridley,2013.0,,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",True
3,20000000.0,Regency Enterprises,USA,Steve McQueen,Biography,56671993.0,12 Years a Slave,R,2/21/86,134.0,8.1,Chiwetel Ejiofor,503763.0,John Ridley,2013.0,,WRITING (Adapted Screenplay),Screenplay by John Ridley,True
4,41000000.0,Imagine Entertainment,USA,Curtis Hanson,Drama,116724075.0,8 Mile,R,6/20/86,110.0,7.0,Eminem,204990.0,Scott Silver,2002.0,,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",True
5,58000000.0,Universal Pictures,USA,Ron Howard,Biography,170742341.0,A Beautiful Mind,PG-13,7/25/86,135.0,8.2,Russell Crowe,681379.0,Akiva Goldsman,2001.0,,ACTRESS IN A SUPPORTING ROLE,Jennifer Connelly,True
6,58000000.0,Universal Pictures,USA,Ron Howard,Biography,170742341.0,A Beautiful Mind,PG-13,7/25/86,135.0,8.2,Russell Crowe,681379.0,Akiva Goldsman,2001.0,,DIRECTING,Ron Howard,True
7,58000000.0,Universal Pictures,USA,Ron Howard,Biography,170742341.0,A Beautiful Mind,PG-13,7/25/86,135.0,8.2,Russell Crowe,681379.0,Akiva Goldsman,2001.0,,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",True
8,58000000.0,Universal Pictures,USA,Ron Howard,Biography,170742341.0,A Beautiful Mind,PG-13,7/25/86,135.0,8.2,Russell Crowe,681379.0,Akiva Goldsman,2001.0,,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,True
9,200000000.0,Walt Disney Pictures,USA,Robert Zemeckis,Animation,137855863.0,A Christmas Carol,PG,8/1/86,96.0,6.8,Jim Carrey,80819.0,Robert Zemeckis,2009.0,,SHORT SUBJECT (Animated),"Richard Williams, Producer",True
10,7500000.0,Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,63493712.0,A Fish Called Wanda,R,8/22/86,108.0,7.6,John Cleese,114144.0,John Cleese,1988.0,,ACTOR IN A SUPPORTING ROLE,Kevin Kline,True
11,11000000.0,Fox Searchlight Pictures,UK,Michael Hoffman,Comedy,16071990.0,A Midsummer Night's Dream,PG-13,10/24/86,116.0,6.5,Kevin Kline,22127.0,William Shakespeare,1999.0,,CINEMATOGRAPHY,Hal Mohr,True
12,11000000.0,Fox Searchlight Pictures,UK,Michael Hoffman,Comedy,16071990.0,A Midsummer Night's Dream,PG-13,10/24/86,116.0,6.5,Kevin Kline,22127.0,William Shakespeare,1999.0,,FILM EDITING,Ralph Dawson,True
13,500000.0,Asghar Farhadi Productions,Iran,Asghar Farhadi,Drama,7098492.0,A Separation,PG-13,11/26/86,123.0,8.4,Payman Maadi,170427.0,Asghar Farhadi,2011.0,,FOREIGN LANGUAGE FILM,Iran,True
14,6000000.0,JVC Entertainment Networks,USA,Paul Schrader,Drama,6302154.0,Affliction,R,5/8/87,114.0,7.0,Nick Nolte,12633.0,Russell Banks,1997.0,,ACTOR IN A SUPPORTING ROLE,James Coburn,True
15,28000000.0,Walt Disney Pictures,USA,Ron Clements,Animation,217350219.0,Aladdin,G,6/26/87,90.0,8.0,Scott Weinger,287068.0,Ron Clements,1992.0,,MUSIC (Original Score),Alan Menken,True
16,28000000.0,Walt Disney Pictures,USA,Ron Clements,Animation,217350219.0,Aladdin,G,6/26/87,90.0,8.0,Scott Weinger,287068.0,Ron Clements,1992.0,,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,True
17,200000000.0,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110.0,Alice in Wonderland,PG,7/24/87,108.0,6.5,Mia Wasikowska,331389.0,Linda Woolverton,2010.0,,ART DIRECTION,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,True
18,200000000.0,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110.0,Alice in Wonderland,PG,7/24/87,108.0,6.5,Mia Wasikowska,331389.0,Linda Woolverton,2010.0,,COSTUME DESIGN,Colleen Atwood,True
19,18500000.0,Twentieth Century Fox Film Corporation,USA,James Cameron,Action,85160248.0,Aliens,R,7/31/87,137.0,8.4,Sigourney Weaver,540152.0,James Cameron,1986.0,,SOUND EFFECTS EDITING,Don Sharpe,True
20,18500000.0,Twentieth Century Fox Film Corporation,USA,James Cameron,Action,85160248.0,Aliens,R,7/31/87,137.0,8.4,Sigourney Weaver,540152.0,James Cameron,1986.0,,VISUAL EFFECTS,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",True
21,55000000.0,Columbia Pictures Corporation,Germany,Steven Zaillian,Drama,7221458.0,All the King's Men,PG-13,8/21/87,128.0,6.2,Sean Penn,21583.0,Steven Zaillian,2006.0,,ACTOR,Broderick Crawford,True
22,55000000.0,Columbia Pictures Corporation,Germany,Steven Zaillian,Drama,7221458.0,All the King's Men,PG-13,8/21/87,128.0,6.2,Sean Penn,21583.0,Steven Zaillian,2006.0,,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,True
23,55000000.0,Columbia Pictures Corporation,Germany,Steven Zaillian,Drama,7221458.0,All the King's Men,PG-13,8/21/87,128.0,6.2,Sean Penn,21583.0,Steven Zaillian,2006.0,,BEST MOTION PICTURE,Robert Rossen Productions,True
24,60000000.0,Columbia Pictures,USA,Cameron Crowe,Adventure,32534850.0,Almost Famous,R,9/4/87,122.0,7.9,Billy Crudup,220062.0,Cameron Crowe,2000.0,,WRITING (Screenplay Written Directly for the Screen),Written by Cameron Crowe,True
25,15000000.0,DreamWorks,USA,Sam Mendes,Drama,130096601.0,American Beauty,R,10/2/87,122.0,8.4,Kevin Spacey,899755.0,Alan Ball,1999.0,,ACTOR IN A LEADING ROLE,Kevin Spacey,True
26,15000000.0,DreamWorks,USA,Sam Mendes,Drama,130096601.0,American Beauty,R,10/2/87,122.0,8.4,Kevin Spacey,899755.0,Alan Ball,1999.0,,CINEMATOGRAPHY,Conrad L. Hall,True
27,15000000.0,DreamWorks,USA,Sam Mendes,Drama,130096601.0,American Beauty,R,10/2/87,122.0,8.4,Kevin Spacey,899755.0,Alan Ball,1999.0,,DIRECTING,Sam Mendes,True
28,15000000.0,DreamWorks,USA,Sam Mendes,Drama,130096601.0,American Beauty,R,10/2/87,122.0,8.4,Kevin Spacey,899755.0,Alan Ball,1999.0,,BEST PICTURE,"Bruce Cohen and Dan Jinks, Producers",True
29,15000000.0,DreamWorks,USA,Sam Mendes,Drama,130096601.0,American Beauty,R,10/2/87,122.0,8.4,Kevin Spacey,899755.0,Alan Ball,1999.0,,WRITING (Screenplay Written Directly for the Screen),Alan Ball,True
30,58800000.0,Warner Bros.,USA,Clint Eastwood,Action,350126372.0,American Sniper,R,10/30/87,133.0,7.3,Bradley Cooper,362949.0,Jason Hall,2014.0,,SOUND EDITING,Alan Robert Murray and Bub Asman,True
31,8900000.0,Les Films du Losange,Austria,Michael Haneke,Drama,6739492.0,Amour,PG-13,11/6/87,127.0,7.9,Jean-Louis Trintignant,77023.0,Michael Haneke,2012.0,,FOREIGN LANGUAGE FILM,Austria,True
32,0.0,Bergen,Netherlands,Marleen Gorris,Comedy,4823217.0,Antonia's Line,R,3/4/88,102.0,7.5,Willeke van Ammelrooy,7174.0,Marleen Gorris,1995.0,,FOREIGN LANGUAGE FILM,The Netherlands,True
33,52000000.0,Universal Pictures,USA,Ron Howard,Adventure,173837933.0,Apollo 13,PG,3/18/88,140.0,7.6,Tom Hanks,224635.0,Jim Lovell,1995.0,,FILM EDITING,"Mike Hill, Dan Hanley",True
34,52000000.0,Universal Pictures,USA,Ron Howard,Adventure,173837933.0,Apollo 13,PG,3/18/88,140.0,7.6,Tom Hanks,224635.0,Jim Lovell,1995.0,,SOUND,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",True
35,44500000.0,Warner Bros.,USA,Ben Affleck,Adventure,136025503.0,Argo,R,4/8/88,120.0,7.7,Ben Affleck,491286.0,Chris Terrio,2012.0,,FILM EDITING,William Goldenberg,True
36,44500000.0,Warner Bros.,USA,Ben Affleck,Adventure,136025503.0,Argo,R,4/8/88,120.0,7.7,Ben Affleck,491286.0,Chris Terrio,2012.0,,BEST PICTURE,"Grant Heslov, Ben Affleck and George Clooney, Producers",True
37,44500000.0,Warner Bros.,USA,Ben Affleck,Adventure,136025503.0,Argo,R,4/8/88,120.0,7.7,Ben Affleck,491286.0,Chris Terrio,2012.0,,WRITING (Adapted Screenplay),Screenplay by Chris Terrio,True
38,110000000.0,Walden Media,USA,Frank Coraci,Action,24008137.0,Around the World in 80 Days,PG,4/22/88,120.0,5.8,Jackie Chan,73536.0,Jules Verne,2004.0,,CINEMATOGRAPHY (Color),Lionel Lindon,True
39,110000000.0,Walden Media,USA,Frank Coraci,Action,24008137.0,Around the World in 80 Days,PG,4/22/88,120.0,5.8,Jackie Chan,73536.0,Jules Verne,2004.0,,FILM EDITING,"Gene Ruggiero, Paul Weatherwax",True
40,110000000.0,Walden Media,USA,Frank Coraci,Action,24008137.0,Around the World in 80 Days,PG,4/22/88,120.0,5.8,Jackie Chan,73536.0,Jules Verne,2004.0,,MUSIC (Music Score of a Dramatic or Comedy Picture),Victor Young,True
41,110000000.0,Walden Media,USA,Frank Coraci,Action,24008137.0,Around the World in 80 Days,PG,4/22/88,120.0,5.8,Jackie Chan,73536.0,Jules Verne,2004.0,,BEST MOTION PICTURE,"Michael Todd, Producer",True
42,110000000.0,Walden Media,USA,Frank Coraci,Action,24008137.0,Around the World in 80 Days,PG,4/22/88,120.0,5.8,Jackie Chan,73536.0,Jules Verne,2004.0,,WRITING (Screenplay--Adapted),"James Poe, John Farrow, S.J. Perelman",True
43,47000000.0,Lava Bear Films,USA,Denis Villeneuve,Drama,100546139.0,Arrival,PG-13,4/22/88,116.0,8.0,Amy Adams,391385.0,Eric Heisserer,2016.0,,SOUND EDITING,Sylvain Bellemare,True
44,40000000.0,Warner Bros.,USA,Jason Winer,Comedy,33035397.0,Arthur,PG-13,4/22/88,110.0,5.7,Russell Brand,47103.0,Peter Baynham,2011.0,,ACTOR IN A SUPPORTING ROLE,John Gielgud,True
45,40000000.0,Warner Bros.,USA,Jason Winer,Comedy,33035397.0,Arthur,PG-13,4/22/88,110.0,5.7,Russell Brand,47103.0,Peter Baynham,2011.0,,MUSIC (Original Song),"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",True
46,50000000.0,TriStar Pictures,USA,James L. Brooks,Comedy,148478011.0,As Good as It Gets,PG-13,4/29/88,139.0,7.7,Jack Nicholson,238028.0,Mark Andrus,1997.0,,ACTOR IN A LEADING ROLE,Jack Nicholson,True
47,50000000.0,TriStar Pictures,USA,James L. Brooks,Comedy,148478011.0,As Good as It Gets,PG-13,4/29/88,139.0,7.7,Jack Nicholson,238028.0,Mark Andrus,1997.0,,ACTRESS IN A LEADING ROLE,Helen Hunt,True
48,30000000.0,Universal Pictures,UK,Joe Wright,Drama,50927067.0,Atonement,R,6/10/88,123.0,7.8,Keira Knightley,207447.0,Ian McEwan,2007.0,,MUSIC (Original Score),Dario Marianelli,True
49,237000000.0,Twentieth Century Fox Film Corporation,UK,James Cameron,Action,760507625.0,Avatar,PG-13,7/12/88,162.0,7.8,Sam Worthington,954412.0,James Cameron,2009.0,,ART DIRECTION,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,True
50,237000000.0,Twentieth Century Fox Film Corporation,UK,James Cameron,Action,760507625.0,Avatar,PG-13,7/12/88,162.0,7.8,Sam Worthington,954412.0,James Cameron,2009.0,,CINEMATOGRAPHY,Mauro Fiore,True
51,237000000.0,Twentieth Century Fox Film Corporation,UK,James Cameron,Action,760507625.0,Avatar,PG-13,7/12/88,162.0,7.8,Sam Worthington,954412.0,James Cameron,2009.0,,VISUAL EFFECTS,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",True
52,25000000.0,Paramount Pictures,France,Alejandro González Iñárritu,Drama,34302837.0,Babel,R,8/5/88,143.0,7.5,Brad Pitt,257380.0,Guillermo Arriaga,2006.0,,MUSIC (Original Score),Gustavo Santaolalla,True
53,0.0,Panorama Film A/S,Denmark,Gabriel Axel,Comedy,4398938.0,Babette's Feast,G,8/10/88,102.0,7.8,Stéphane Audran,14838.0,Karen Blixen,1987.0,,FOREIGN LANGUAGE FILM,Denmark,True
54,35000000.0,Warner Bros.,USA,Tim Burton,Action,251188924.0,Batman,PG-13,11/18/88,126.0,7.6,Michael Keaton,288860.0,Bob Kane,1989.0,,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,True
55,25000000.0,Walt Disney Pictures,USA,Gary Trousdale,Animation,218967620.0,Beauty and the Beast,G,1/13/89,84.0,8.0,Paige O'Hara,344844.0,Linda Woolverton,1991.0,,MUSIC (Original Score),Alan Menken,True
56,25000000.0,Walt Disney Pictures,USA,Gary Trousdale,Animation,218967620.0,Beauty and the Beast,G,1/13/89,84.0,8.0,Paige O'Hara,344844.0,Linda Woolverton,1991.0,,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,True
57,15000000.0,"Geffen Company, The",USA,Tim Burton,Comedy,73707461.0,Beetlejuice,PG,2/3/89,92.0,7.5,Alec Baldwin,206997.0,Michael McDowell,1988.0,,MAKEUP,"Ve Neill, Steve La Porte, Robert Short",True
58,3200000.0,Olympus Pictures,USA,Mike Mills,Comedy,5790894.0,Beginners,R,2/24/89,105.0,7.2,Ewan McGregor,78833.0,Mike Mills,2010.0,,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,True
59,0.0,Animatógrafo,Spain,Fernando Trueba,Comedy,5971369.0,Belle Epoque,R,3/3/89,109.0,7.2,Fernando Fernán Gómez,7915.0,Rafael Azcona,1992.0,,FOREIGN LANGUAGE FILM,Spain,True
60,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,ACTOR,Charlton Heston,True
61,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,True
62,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,ART DIRECTION (Color),"Art Direction:  William A. Horning, Edward Carfagno;  Set Decoration:  Hugh Hunt",True
63,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,CINEMATOGRAPHY (Color),Robert L. Surtees,True
64,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,COSTUME DESIGN (Color),Elizabeth Haffenden,True
65,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,DIRECTING,William Wyler,True
66,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,FILM EDITING,"Ralph E. Winters, John D. Dunning",True
67,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,True
68,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,BEST MOTION PICTURE,"Sam Zimbalist, Producer",True
69,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",True
70,100000000.0,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681.0,Ben-Hur,PG-13,3/10/89,123.0,5.7,Jack Huston,31863.0,Lew Wallace,2016.0,,SPECIAL EFFECTS,"Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo Lory",True
71,165000000.0,FortyFour Studios,USA,Don Hall,Animation,222527828.0,Big Hero 6,PG,5/12/89,102.0,7.8,Ryan Potter,320396.0,Jordan Roberts,2014.0,,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli",True
72,9000000.0,"Malpaso Company, The",USA,Clint Eastwood,Biography,2181286.0,Bird,R,6/30/89,161.0,7.2,Forest Whitaker,9685.0,Joel Oliansky,1988.0,,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",True
73,18000000.0,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598.0,Birdman or (The Unexpected Virtue of Ignorance),R,7/5/89,119.0,7.8,Michael Keaton,455260.0,Alejandro González Iñárritu,2014.0,,CINEMATOGRAPHY,Emmanuel Lubezki,True
74,18000000.0,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598.0,Birdman or (The Unexpected Virtue of Ignorance),R,7/5/89,119.0,7.8,Michael Keaton,455260.0,Alejandro González Iñárritu,2014.0,,DIRECTING,Alejandro G. IÃ±Ã¡rritu,True
75,18000000.0,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598.0,Birdman or (The Unexpected Virtue of Ignorance),R,7/5/89,119.0,7.8,Michael Keaton,455260.0,Alejandro González Iñárritu,2014.0,,BEST PICTURE,"Alejandro G. IÃ±Ã¡rritu, John Lesher and James W. Skotchdopole, Producers",True
76,18000000.0,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598.0,Birdman or (The Unexpected Virtue of Ignorance),R,7/5/89,119.0,7.8,Michael Keaton,455260.0,Alejandro González Iñárritu,2014.0,,WRITING (Original Screenplay),"Written by Alejandro G. IÃ±Ã¡rritu, NicolÃ¡s Giacobone, Alexander Dinelaris, Jr. & Armando Bo",True
77,92000000.0,Revolution Studios,USA,Ridley Scott,Drama,108638745.0,Black Hawk Down,R,8/11/89,144.0,7.7,Josh Hartnett,313611.0,Mark Bowden,2001.0,,FILM EDITING,Pietro Scalia,True
78,92000000.0,Revolution Studios,USA,Ridley Scott,Drama,108638745.0,Black Hawk Down,R,8/11/89,144.0,7.7,Josh Hartnett,313611.0,Mark Bowden,2001.0,,SOUND,"Michael Minkler, Myron Nettinga, Chris Munro",True
79,13000000.0,Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,106954678.0,Black Swan,R,8/25/89,108.0,8.0,Natalie Portman,594148.0,Mark Heyman,2010.0,,ACTRESS IN A LEADING ROLE,Natalie Portman,True
80,18000000.0,Gravier Productions,USA,Woody Allen,Drama,33405481.0,Blue Jasmine,PG-13,11/3/89,98.0,7.3,Cate Blanchett,164208.0,Woody Allen,2013.0,,ACTRESS IN A LEADING ROLE,Cate Blanchett,True
81,16000000.0,Heathrow Productions,USA,Tony Richardson,Drama,3359465.0,Blue Sky,PG-13,11/3/89,101.0,6.4,Jessica Lange,5683.0,Rama Laurie Stagner,1994.0,,ACTRESS IN A LEADING ROLE,Jessica Lange,True
82,14000000.0,Ixtlan,USA,Oliver Stone,Biography,70001698.0,Born on the Fourth of July,R,1/12/90,145.0,7.2,Tom Cruise,82727.0,Ron Kovic,1989.0,,DIRECTING,Oliver Stone,True
83,14000000.0,Ixtlan,USA,Oliver Stone,Biography,70001698.0,Born on the Fourth of July,R,1/12/90,145.0,7.2,Tom Cruise,82727.0,Ron Kovic,1989.0,,FILM EDITING,"David Brenner, Joe Hutshing",True
84,0.0,Hollywood Pictures,USA,Luis Mandoki,Comedy,17952857.0,Born Yesterday,PG,1/13/90,100.0,5.1,Melanie Griffith,3296.0,Garson Kanin,1993.0,,ACTRESS,Judy Holliday,True
85,4000000.0,IFC Productions,USA,Richard Linklater,Drama,25379975.0,Boyhood,R,2/2/90,165.0,7.9,Ellar Coltrane,293068.0,Richard Linklater,2014.0,,ACTRESS IN A SUPPORTING ROLE,Patricia Arquette,True
86,35000000.0,Punch 21 Productions,USA,Robert Iscove,Comedy,20627372.0,Boys and Girls,PG-13,2/9/90,94.0,5.4,Freddie Prinze Jr.,14393.0,Andrew Lowery,2000.0,,SHORT FILM (Live Action),"Janice L. Platt, Producer",True
87,2000000.0,Fox Searchlight Pictures,USA,Kimberly Peirce,Biography,11533945.0,Boys Don't Cry,R,2/9/90,118.0,7.6,Hilary Swank,81901.0,Kimberly Peirce,1999.0,,ACTRESS IN A LEADING ROLE,Hilary Swank,True
88,40000000.0,American Zoetrope,USA,Francis Ford Coppola,Horror,82522790.0,Bram Stoker's Dracula,R,2/16/90,128.0,7.5,Gary Oldman,155460.0,Bram Stoker,1992.0,,COSTUME DESIGN,Eiko Ishioka,True
89,40000000.0,American Zoetrope,USA,Francis Ford Coppola,Horror,82522790.0,Bram Stoker's Dracula,R,2/16/90,128.0,7.5,Gary Oldman,155460.0,Bram Stoker,1992.0,,MAKEUP,"Greg Cannom, MichÃ¨le Burke, Matthew W. Mungle",True
90,40000000.0,American Zoetrope,USA,Francis Ford Coppola,Horror,82522790.0,Bram Stoker's Dracula,R,2/16/90,128.0,7.5,Gary Oldman,155460.0,Bram Stoker,1992.0,,SOUND EFFECTS EDITING,"Tom C. McCarthy, David E. Stone",True
91,185000000.0,Walt Disney Pictures,USA,Mark Andrews,Animation,237283207.0,Brave,PG,2/23/90,93.0,7.2,Kelly Macdonald,302017.0,Brenda Chapman,2012.0,,ANIMATED FEATURE FILM,Mark Andrews and Brenda Chapman,True
92,72000000.0,Icon Entertainment International,USA,Mel Gibson,Biography,75600000.0,Braveheart,R,2/23/90,178.0,8.4,Mel Gibson,807256.0,Randall Wallace,1995.0,,CINEMATOGRAPHY,John Toll,True
93,72000000.0,Icon Entertainment International,USA,Mel Gibson,Biography,75600000.0,Braveheart,R,2/23/90,178.0,8.4,Mel Gibson,807256.0,Randall Wallace,1995.0,,DIRECTING,Mel Gibson,True
94,72000000.0,Icon Entertainment International,USA,Mel Gibson,Biography,75600000.0,Braveheart,R,2/23/90,178.0,8.4,Mel Gibson,807256.0,Randall Wallace,1995.0,,MAKEUP,"Peter Frampton, Paul Pattison, Lois Burwell",True
95,72000000.0,Icon Entertainment International,USA,Mel Gibson,Biography,75600000.0,Braveheart,R,2/23/90,178.0,8.4,Mel Gibson,807256.0,Randall Wallace,1995.0,,BEST PICTURE,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",True
96,72000000.0,Icon Entertainment International,USA,Mel Gibson,Biography,75600000.0,Braveheart,R,2/23/90,178.0,8.4,Mel Gibson,807256.0,Randall Wallace,1995.0,,SOUND EFFECTS EDITING,"Lon Bender, Per Hallberg",True
97,40000000.0,DreamWorks,USA,Steven Spielberg,Drama,72313754.0,Bridge of Spies,PG-13,3/16/90,142.0,7.6,Tom Hanks,227862.0,Matt Charman,2015.0,,ACTOR IN A SUPPORTING ROLE,Mark Rylance,True
98,14000000.0,Focus Features,USA,Ang Lee,Drama,83043761.0,Brokeback Mountain,R,4/6/90,134.0,7.7,Jake Gyllenhaal,276758.0,Annie Proulx,2005.0,,DIRECTING,Ang Lee,True
99,14000000.0,Focus Features,USA,Ang Lee,Drama,83043761.0,Brokeback Mountain,R,4/6/90,134.0,7.7,Jake Gyllenhaal,276758.0,Annie Proulx,2005.0,,MUSIC (Original Score),Gustavo Santaolalla,True
100,14000000.0,Focus Features,USA,Ang Lee,Drama,83043761.0,Brokeback Mountain,R,4/6/90,134.0,7.7,Jake Gyllenhaal,276758.0,Annie Proulx,2005.0,,WRITING (Adapted Screenplay),Screenplay by Larry McMurtry & Diana Ossana,True
101,30000000.0,TriStar Pictures,USA,Barry Levinson,Biography,49114016.0,Bugsy,R,5/4/90,136.0,6.8,Warren Beatty,22209.0,James Toback,1991.0,,ART DIRECTION,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,True
102,30000000.0,TriStar Pictures,USA,Barry Levinson,Biography,49114016.0,Bugsy,R,5/4/90,136.0,6.8,Warren Beatty,22209.0,James Toback,1991.0,,COSTUME DESIGN,Albert Wolsky,True
103,2800000.0,Caméra One,Russia,Nikita Mikhalkov,Drama,2616503.0,Burnt by the Sun,R,6/15/90,135.0,8.0,Nikita Mikhalkov,11998.0,Rustam Ibragimbekov,1994.0,,FOREIGN LANGUAGE FILM,Russia,True
104,7000000.0,Sony Pictures Classics,USA,Bennett Miller,Biography,28747570.0,Capote,R,9/7/90,114.0,7.4,Philip Seymour Hoffman,108050.0,Dan Futterman,2005.0,,ACTOR IN A LEADING ROLE,Philip Seymour Hoffman,True
105,4500000.0,First Floor Features,Netherlands,Mike van Diem,Crime,713413.0,Character,R,1/18/91,122.0,7.8,Pavlik Jansen op de Haar,9512.0,Ferdinand Bordewijk,1997.0,,FOREIGN LANGUAGE FILM,The Netherlands,True
106,45000000.0,Miramax,USA,Rob Marshall,Comedy,170687518.0,Chicago,PG-13,3/6/91,113.0,7.2,Renée Zellweger,184943.0,Bill Condon,2002.0,,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,True
107,45000000.0,Miramax,USA,Rob Marshall,Comedy,170687518.0,Chicago,PG-13,3/6/91,113.0,7.2,Renée Zellweger,184943.0,Bill Condon,2002.0,,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,True
108,45000000.0,Miramax,USA,Rob Marshall,Comedy,170687518.0,Chicago,PG-13,3/6/91,113.0,7.2,Renée Zellweger,184943.0,Bill Condon,2002.0,,COSTUME DESIGN,Colleen Atwood,True
109,45000000.0,Miramax,USA,Rob Marshall,Comedy,170687518.0,Chicago,PG-13,3/6/91,113.0,7.2,Renée Zellweger,184943.0,Bill Condon,2002.0,,FILM EDITING,Martin Walsh,True
110,45000000.0,Miramax,USA,Rob Marshall,Comedy,170687518.0,Chicago,PG-13,3/6/91,113.0,7.2,Renée Zellweger,184943.0,Bill Condon,2002.0,,BEST PICTURE,"Martin Richards, Producer",True
111,45000000.0,Miramax,USA,Rob Marshall,Comedy,170687518.0,Chicago,PG-13,3/6/91,113.0,7.2,Renée Zellweger,184943.0,Bill Condon,2002.0,,SOUND,"Michael Minkler, Dominick Tavella, David Lee",True
112,0.0,Paramount Pictures,USA,Randa Haines,Drama,31853080.0,Children of a Lesser God,R,3/15/91,119.0,7.2,William Hurt,12538.0,Mark Medoff,1986.0,,ACTRESS IN A LEADING ROLE,Marlee Matlin,True
